2,2021-11-07,398362613,34 Maywood Point,406955774,413701391
12,2019-04-02,786737229,87496 Mesta Trail,330158926,886638402
7,2018-11-22,300154569,70 Merry Circle,191434112,934640280
11,2020-03-30,488489160,4267 High Crossing Circle,913739762,363328524
3,2021-03-04,833217585,7207 Dakota Crossing,564515753,962984055
10,2019-07-26,319308535,8 Delaware Court,617639240,768917193
1,2018-05-03,139116094,918 Monument Hill,264082908,654018974
7,2022-03-07,606125097,832 Drewry Point,488489160,160813373
4,2021-11-21,577397800,33 Sachs Plaza,392170606,638993716
10,2018-04-12,835429863,226 Darwin Park,392170606,888856419
10,2019-03-06,269443901,7995 Sullivan Terrace,646216495,195691523
5,2018-09-11,242149140,343 Prairieview Place,323625113,527084425
9,2019-03-27,263820367,7 Springview Drive,530761981,834572048
11,2019-03-26,603181518,7 Sullivan Crossing,118426045,200348529
12,2020-07-12,886437980,33 Arkansas Circle,821980372,148245256
8,2020-07-05,130847198,832 Drewry Point,237736190,603223766
2,2021-12-03,245378630,87496 Mesta Trail,878274143,652540414
12,2020-10-23,438300987,3 Merrick Parkway,615059708,663907267
8,2018-08-21,818668074,19 Carberry Avenue,630693883,868068912
1,2018-06-06,656406869,918 Monument Hill,643264090,636939219
7,2018-11-26,332147148,8861 Crescent Oaks Hill,602658666,873490308
4,2022-03-09,860005404,7995 Sullivan Terrace,976198235,504385457
10,2021-11-03,950479002,33 Arkansas Circle,239707124,305800100
8,2020-06-03,840200480,32 Melrose Place,766919997,739309546
1,2022-02-11,782587753,33 Arkansas Circle,586887404,276171199
10,2021-06-02,633297160,33 Sachs Plaza,672598164,220955131
4,2019-03-27,857777954,33 Arkansas Circle,865150403,220528908
5,2019-03-07,797405426,7207 Dakota Crossing,974521447,549512310
12,2021-05-16,267893622,121 Birchwood Parkway,312221175,220189623
4,2021-01-26,902249664,76317 Londonderry Point,280811817,580029597
12,2018-05-03,624991394,695 Derek Street,515617650,432210961
9,2019-12-19,395233804,98716 Dunning Hill,907691041,632588859
12,2019-10-08,341928460,70 Merry Circle,536100574,646171523
6,2019-10-27,502600649,226 Darwin Park,632989238,173782935
2,2019-06-08,169342628,695 Derek Street,262897547,778027036
5,2021-01-01,547233973,832 Drewry Point,753181210,497865303
10,2021-03-17,588448675,33 Sachs Plaza,250349877,462989806
3,2020-03-02,610149501,135 Weeping Birch Alley,964552764,749344709
10,2022-03-10,615644634,832 Drewry Point,431557920,319468680
11,2020-07-06,935193342,33 Sachs Plaza,564647185,579251110
11,2020-10-21,580078709,957 Mandrake Alley,778567030,105136684
5,2019-09-27,847847675,4267 High Crossing Circle,338081121,664207711
2,2021-05-13,618123948,0888 Westridge Way,632360759,564182147
8,2021-01-22,953670656,33 Division Avenue,951523260,797201176
6,2018-02-14,300850242,33 Sachs Plaza,438300987,738805251
7,2018-10-24,716787652,8 Delaware Court,852798349,447760818
4,2018-10-03,761363980,0 Blaine Place,215883489,246236803
3,2018-12-28,362481431,0888 Westridge Way,381858687,670306515
8,2020-08-10,386059011,7207 Dakota Crossing,606763961,850670717
12,2018-06-30,392149218,9 Elka Terrace,663724845,529742019
1,2020-08-17,699027441,83 John Wall Way,534951169,914966466
8,2022-01-06,356856004,251 Spenser Drive,925806509,478133194
1,2022-01-26,467741678,4267 High Crossing Circle,294990187,194247688
4,2020-08-28,833211424,695 Derek Street,258248758,582499388
10,2021-11-21,164883633,251 Spenser Drive,455614645,232281665
10,2018-03-30,790583003,9245 Kedzie Hill,967457647,216591666
6,2019-06-28,346592107,34 Maywood Point,434361952,416590067
5,2019-07-16,852798349,233 Acker Trail,100557067,195691523
2,2019-09-04,473244187,55942 Gulseth Hill,827456587,727403447
6,2019-07-31,845205080,251 Spenser Drive,455614645,617267687
7,2021-09-18,792415290,8861 Crescent Oaks Hill,752232928,279884395
11,2021-04-22,298094978,19 Carberry Avenue,120037778,910063439
7,2018-03-30,469855713,7 Springview Drive,988030133,562172297
6,2019-09-18,467034300,33 Sachs Plaza,973193650,343374514
11,2018-10-21,106997410,36267 2nd Terrace,852798349,172477475
5,2020-09-07,209329860,293 Pankratz Parkway,980994818,176110397
8,2020-03-17,160059780,76317 Londonderry Point,339222540,495306636
10,2020-06-19,342174592,0888 Westridge Way,705099699,460018980
6,2020-04-04,219795980,0888 Westridge Way,987045106,722632614
7,2018-03-07,109204278,839 Forster Terrace,199215578,833371082
1,2020-04-11,425123879,7995 Sullivan Terrace,325264468,286155279
3,2019-05-01,764231094,695 Derek Street,111524780,703478346
10,2018-09-30,352841814,9245 Kedzie Hill,232524766,391816244
6,2018-11-21,329700205,013 Westridge Pass,238720181,294502878
1,2020-02-16,544748407,0888 Westridge Way,761904726,210767050
10,2018-10-29,142826989,1 Utah Crossing,104838634,230793920
7,2018-04-19,361667070,0 Blaine Place,254926648,543686072
10,2018-08-12,454408656,918 Monument Hill,413114778,807651086
1,2018-08-09,734771924,121 Birchwood Parkway,951523260,738026704
10,2021-12-30,906131911,3 Merrick Parkway,128091554,453834647
6,2018-12-19,584062214,9491 Hermina Crossing,397092291,794943164
1,2018-10-01,741166079,33 Sachs Plaza,314419534,655969596
12,2020-12-15,157570629,7 Sullivan Crossing,786570197,618318477
12,2020-03-02,128752349,4267 High Crossing Circle,109204278,198779040
11,2022-03-09,743144272,59149 Raven Road,202193125,451052690
11,2020-06-21,555483091,32 Melrose Place,120835168,145984608
10,2020-02-19,997206884,2 Kim Parkway,942011824,842269280
5,2021-10-06,768865416,7 Springview Drive,307675106,438036637
4,2020-07-15,744042653,135 Weeping Birch Alley,988932677,754319261
7,2018-04-23,361396330,34 Maywood Point,973193650,866299327
11,2019-04-10,819107365,33 Arkansas Circle,372323894,440883515
5,2021-03-07,250349877,34 Maywood Point,521604701,473568602
9,2020-12-02,728564857,121 Birchwood Parkway,194219449,598531061
12,2018-07-18,486846166,0 Kropf Place,896930659,810207058
11,2021-05-10,991144555,35 Huxley Lane,355177114,201512863
12,2019-11-25,564647185,9245 Kedzie Hill,328541673,588084302
11,2018-12-10,337751244,233 Acker Trail,507410422,559149148
3,2018-12-03,729136164,32 Melrose Place,810142535,797201176
11,2018-08-12,324110907,55942 Gulseth Hill,330158926,682458066
7,2019-08-05,141916554,0 Havey Park,251164075,812908010
4,2021-10-05,270497445,0 Havey Park,671002909,934325774
12,2021-05-29,215893424,32 Melrose Place,459647731,512273545
1,2021-05-13,174739310,87496 Mesta Trail,414339329,756776413
11,2022-01-26,783913942,1 Utah Crossing,189797646,869545683
4,2018-04-02,658148314,0888 Westridge Way,315610548,604130579
1,2018-06-13,211002123,0 Havey Park,589261767,970121592
4,2020-12-02,431557920,343 Prairieview Place,202634364,776810644
4,2021-04-13,876320552,12969 Division Court,619956055,124629541
12,2019-04-23,692343230,9164 Briar Crest Alley,402248044,579868742
3,2022-01-06,471979060,33 Division Avenue,652206953,952371213
1,2020-04-04,119299840,0 Kropf Place,330247560,381088645
9,2021-11-30,456531495,59149 Raven Road,784233570,966596696
8,2018-09-07,780089834,76317 Londonderry Point,921375421,850670717
11,2019-06-29,986888410,8 Delaware Court,220861288,653621949
4,2018-03-09,725686064,33 Arkansas Circle,338081121,568160721
10,2019-11-09,106232325,70 Merry Circle,118426045,107758630
12,2020-03-15,412788661,8861 Crescent Oaks Hill,129066728,906343160
11,2020-02-05,615220117,9164 Briar Crest Alley,375571942,171226972
5,2021-03-27,503432219,59149 Raven Road,100274408,153534715
12,2022-01-21,360062228,0 Blaine Place,599098992,432204122
5,2019-03-18,632667755,33 Division Avenue,813278795,430708843
3,2021-08-30,220861288,2 Kim Parkway,777621646,773560656
12,2021-05-08,218593987,135 Weeping Birch Alley,929140901,415980997
2,2020-12-30,354360749,19 Carberry Avenue,882120081,551869790
5,2022-03-28,369720152,7 Springview Drive,361049326,232334801
6,2020-09-07,589261767,76317 Londonderry Point,824832277,997969843
3,2018-04-23,498570550,19 Carberry Avenue,937139856,770010809
2,2019-10-08,753998455,12969 Division Court,539103456,916822482
7,2022-03-28,331306254,55942 Gulseth Hill,633915919,422032441
9,2018-05-27,396990105,343 Prairieview Place,957454352,733050213
7,2020-07-22,950466763,695 Derek Street,947959952,747403115
11,2021-05-15,248362362,1 Utah Crossing,755861229,580443445
7,2020-08-11,220193225,013 Westridge Pass,189578345,887607411
5,2019-02-05,688781232,918 Monument Hill,110419086,820718436
9,2022-02-14,482539036,98716 Dunning Hill,317933102,835784021
12,2019-01-05,359676578,35 Huxley Lane,829736196,237773532
1,2020-04-21,848618387,98716 Dunning Hill,448085369,754851747
11,2021-06-29,527302490,1 Utah Crossing,774286286,953426909
1,2021-04-10,463808709,832 Drewry Point,560380808,279162263
6,2021-10-01,475491554,33 Sachs Plaza,881978020,109291247
8,2018-02-19,105944444,33 Division Avenue,876320552,762345450
2,2019-07-14,111708557,59149 Raven Road,527671378,617442742
6,2020-02-01,846386938,695 Derek Street,217949013,148823225
6,2020-12-15,382655621,7995 Sullivan Terrace,599368007,325156222
11,2022-03-10,298894835,957 Mandrake Alley,863049556,383782673
4,2020-07-10,327530939,0 Blaine Place,591984226,563305066
11,2019-06-06,768385620,343 Prairieview Place,202655728,786573443
5,2018-07-05,375952341,7 Springview Drive,972587756,373875211
12,2021-07-16,872197273,7 Springview Drive,895813329,637798761
8,2019-04-09,763600586,013 Westridge Pass,574468889,801574092
8,2020-02-02,333091263,84 Muir Pass,862041197,149235531
2,2021-06-15,155992609,33 Sachs Plaza,235304902,631155573
3,2018-11-10,310969168,83 John Wall Way,238147447,835057763
12,2019-09-14,788248820,293 Pankratz Parkway,601951837,331854693
1,2021-12-25,545746761,7995 Sullivan Terrace,699027441,160423083
5,2020-03-03,710041910,8 Delaware Court,386059011,904314721
6,2021-09-08,724269946,2 Kim Parkway,978043292,928775168
2,2021-05-19,352376467,12969 Division Court,654189849,804320988
12,2021-05-19,110419086,0 Blaine Place,473244187,550622965
5,2021-08-11,809233089,2 Kim Parkway,903641970,693343171
7,2021-09-16,471972285,0888 Westridge Way,507410422,592745036
7,2018-03-14,253796762,0 Blaine Place,865911146,251330545
5,2018-12-04,985871847,832 Drewry Point,925806509,490530060
3,2019-12-25,249078703,4267 High Crossing Circle,211002123,105136684
7,2020-04-26,594044605,7 Sullivan Crossing,313959764,901339940
11,2021-06-11,913947839,32 Melrose Place,418293809,849908018
5,2018-09-15,232300595,34 Maywood Point,560550368,653621949
6,2019-08-28,703961942,251 Spenser Drive,136042246,761373502
11,2021-05-19,568615783,8718 Hollow Ridge Park,558329134,651519067
7,2020-06-10,295359156,135 Weeping Birch Alley,580707725,595978065
7,2022-01-05,558189607,9 Elka Terrace,395414943,833522139
3,2020-05-26,113354582,32 Melrose Place,448087856,201053027
11,2020-08-09,118094373,226 Darwin Park,731149863,659098832
8,2019-11-05,126977057,226 Darwin Park,801833163,532151225
3,2019-02-05,468241531,293 Pankratz Parkway,839243798,659098832
1,2018-11-21,115137747,95 Mitchell Pass,886437980,448254742
3,2021-11-13,481191182,293 Pankratz Parkway,108972250,826463937
6,2019-02-05,552334803,1 Utah Crossing,401559524,994518299
3,2018-08-09,152550857,293 Pankratz Parkway,764165674,900056429
10,2022-02-07,539701427,9 Elka Terrace,614973973,771807242
4,2020-09-24,332136347,0 Kropf Place,431892654,567931985
7,2020-09-14,821980372,35 Huxley Lane,104838634,552513229
11,2018-08-27,425149071,83 John Wall Way,640129321,717176274
4,2021-05-21,909843289,9 Elka Terrace,676959286,908823789
1,2018-04-05,982382523,76317 Londonderry Point,748973168,954414712
3,2019-09-03,719746292,83 John Wall Way,141661864,314415897
10,2022-03-09,995353371,293 Pankratz Parkway,211778779,580850107
7,2019-12-31,943131287,19 Carberry Avenue,344679033,982573224
9,2021-07-05,512285141,8 Delaware Court,668785249,529325907
1,2020-02-20,303601873,1 Utah Crossing,830702183,133020969
6,2018-03-09,945450802,7 Sullivan Crossing,396439572,721448583
4,2022-01-20,873512671,832 Drewry Point,511193048,512273545
3,2018-12-28,972270034,33 Sachs Plaza,560380808,228219356
7,2021-12-30,784721938,135 Weeping Birch Alley,527671378,177360256
6,2018-03-09,251533107,70 Merry Circle,906543549,688937760
12,2021-07-03,196698570,98716 Dunning Hill,234580871,515509467
2,2020-06-13,636378335,83 John Wall Way,819459231,428916585
1,2018-08-03,930183811,839 Forster Terrace,357059954,940467391
11,2018-04-02,607370038,7 Springview Drive,516844987,535872271
12,2020-12-02,195916893,59149 Raven Road,938365687,787444843
7,2018-12-01,641888119,3 Merrick Parkway,820458677,209606604
11,2020-03-03,600388122,121 Birchwood Parkway,617937781,315695711
1,2021-02-20,507254532,226 Darwin Park,484586929,963404438
1,2018-12-20,714089658,55942 Gulseth Hill,235490272,382524656
5,2019-06-26,350321144,839 Forster Terrace,741789266,752050625
11,2020-07-21,177106341,9245 Kedzie Hill,426706758,743758254
3,2021-11-10,132853344,32 Melrose Place,818905159,940467391
4,2019-12-22,387557833,32 Melrose Place,110419086,800417038
11,2021-05-29,691766876,8 Delaware Court,638706198,679980832
6,2020-08-14,519293803,918 Monument Hill,368791316,437819003
2,2022-02-14,973467703,84 Muir Pass,174739310,163291067
5,2021-03-25,740724952,8 Delaware Court,519276215,219861537
9,2020-02-01,490245342,76317 Londonderry Point,475854356,445396374
5,2020-06-03,691015688,7 Sullivan Crossing,769494138,232052106
6,2019-08-28,111177332,98716 Dunning Hill,645587239,226092116
11,2021-05-24,694573798,8718 Hollow Ridge Park,426722328,652540414
3,2021-07-16,818135134,3 Merrick Parkway,326938445,753517300
4,2019-11-01,863049556,839 Forster Terrace,344679033,541531450
2,2020-11-11,958309652,9 Elka Terrace,600095491,787444843
11,2020-07-05,917637256,9491 Hermina Crossing,617303458,377798191
10,2018-09-02,832269290,12969 Division Court,658508485,915808706
2,2020-09-16,695175278,7207 Dakota Crossing,166060787,485171791
6,2019-05-28,720230750,98716 Dunning Hill,147570046,889717192
4,2021-07-25,150101880,35 Huxley Lane,428770793,799147140
9,2021-12-26,844287133,8 Delaware Court,317943848,359655482
6,2019-09-21,275800445,013 Westridge Pass,646382957,363875382
9,2019-09-01,722308159,8 Delaware Court,769119509,587343698
1,2020-01-16,234292672,7 Sullivan Crossing,458218470,339902510
8,2020-01-20,551859332,343 Prairieview Place,995944966,889865302
7,2020-05-06,426787929,4267 High Crossing Circle,386059011,828289021
2,2019-12-25,561271901,0888 Westridge Way,904623820,440979034
6,2018-03-14,711203696,8861 Crescent Oaks Hill,118472326,239450965
5,2019-07-14,349822760,59149 Raven Road,581863535,931497802
8,2021-05-14,425533536,4267 High Crossing Circle,554396785,282512102
11,2019-06-26,147725752,12969 Division Court,754612386,762345450
6,2020-03-28,706810174,7 Springview Drive,418293809,968314671
8,2019-10-02,809095942,3 Merrick Parkway,927936797,667131151
6,2018-10-13,810142535,33 Division Avenue,267893622,481302801
4,2020-08-14,940394928,59149 Raven Road,606125097,962617433
5,2018-03-27,924149987,19 Carberry Avenue,178700712,328570850
9,2018-08-12,658044797,013 Westridge Pass,265041655,560679498
10,2020-04-04,858088204,1 Utah Crossing,838757822,658494944
2,2018-06-27,900567385,0 Blaine Place,832469928,819781103
4,2020-08-09,883733628,8 Delaware Court,775076857,369585827
5,2019-12-22,900276357,83 John Wall Way,438192752,422032441
6,2018-08-11,186308694,9245 Kedzie Hill,734771924,458519843
11,2021-05-29,809964414,76317 Londonderry Point,284636589,782526542
2,2019-10-03,848546288,839 Forster Terrace,142051144,256065756
9,2018-06-30,462364741,33 Arkansas Circle,121987311,449916919
8,2018-12-11,121987311,7 Springview Drive,862027780,168590713
2,2018-09-13,620139107,76317 Londonderry Point,316940722,634105476
3,2020-07-26,451993909,9245 Kedzie Hill,726804310,888856419
10,2021-06-09,771612810,9245 Kedzie Hill,343503120,644051390
2,2019-09-18,970454225,918 Monument Hill,276553215,943642872
6,2018-12-06,748118149,83 John Wall Way,229956300,871079843
5,2022-02-28,741789266,7995 Sullivan Terrace,953670656,276544367
4,2021-04-17,184564850,7995 Sullivan Terrace,176789996,551897386
8,2021-09-18,215398106,12969 Division Court,201599074,969241749
12,2018-06-21,557797233,7 Springview Drive,676037095,656860759
7,2020-12-04,503979559,957 Mandrake Alley,395414943,202011742
11,2020-12-04,822450881,95 Mitchell Pass,965268249,173782935
6,2020-07-21,643264090,33 Arkansas Circle,345827711,114555005
12,2021-02-09,449812314,233 Acker Trail,764135810,940674572
5,2018-07-04,738483209,55942 Gulseth Hill,343556793,968759084
1,2020-09-30,942277151,95 Mitchell Pass,315610548,955352078
8,2019-05-15,270860408,233 Acker Trail,541290803,250874082
2,2020-06-03,121898037,2 Kim Parkway,503979559,185255029
11,2019-06-04,387393609,013 Westridge Pass,695175278,830757414
7,2021-09-08,853408511,55942 Gulseth Hill,229210154,610687063
9,2018-11-21,622805803,2 Kim Parkway,906543549,410242765
9,2022-02-05,457288454,013 Westridge Pass,317933102,408363137
9,2020-02-07,559750946,226 Darwin Park,524178425,285462107
12,2022-03-05,937139856,0 Kropf Place,206196035,475985318
5,2019-05-04,111434680,135 Weeping Birch Alley,678044334,936943068
10,2019-01-21,838417169,957 Mandrake Alley,926035215,203808396
12,2020-03-05,954143580,84 Muir Pass,112276960,864083598
1,2021-07-04,686835077,226 Darwin Park,198487702,666739790
2,2019-04-18,811272604,33 Sachs Plaza,970631838,376487812
2,2020-11-02,375043865,4267 High Crossing Circle,403131837,489136456
2,2018-12-29,574090854,9245 Kedzie Hill,832269290,306826234
1,2018-06-01,414339329,7 Sullivan Crossing,846449472,562287204
3,2021-04-29,349914094,7207 Dakota Crossing,540922634,299694058
7,2019-12-10,360630924,70 Merry Circle,284853684,352954432
12,2020-12-09,368638760,2 Kim Parkway,511193048,932432466
2,2018-12-17,721812093,251 Spenser Drive,550286963,783797025
6,2020-10-12,642442584,32 Melrose Place,136149361,631897335
7,2019-02-28,538697921,32 Melrose Place,787392089,833399128
3,2021-12-29,885859373,0888 Westridge Way,462364741,448867139
2,2022-02-13,720354544,7 Sullivan Crossing,913739762,885906555
8,2022-03-15,107180013,839 Forster Terrace,220193225,435162031
6,2020-10-09,866502192,3 Merrick Parkway,253798482,312470526
9,2020-12-30,774286286,1 Utah Crossing,497469461,595575607
8,2020-09-14,820324257,19 Carberry Avenue,769081965,833522139
7,2020-11-04,202193125,2 Kim Parkway,660862718,396410917
11,2018-12-31,136963572,70 Merry Circle,473775505,338549294
2,2019-11-09,217949013,7207 Dakota Crossing,921264039,118812818
10,2021-08-29,525502013,9245 Kedzie Hill,101476443,919132689
11,2018-10-05,438409596,4267 High Crossing Circle,507136609,171226972
7,2019-05-26,954779509,1 Utah Crossing,322548103,963404438
5,2019-03-26,458391045,9491 Hermina Crossing,604941731,837350415
2,2019-11-09,355102399,0888 Westridge Way,214307602,340098078
11,2019-07-20,584465542,135 Weeping Birch Alley,986134667,895078974
8,2018-06-03,714098151,7995 Sullivan Terrace,853408511,642369693
7,2018-11-13,617303458,7207 Dakota Crossing,545746761,928237336
5,2021-02-28,211873872,83 John Wall Way,877527187,390146813
11,2020-09-13,197977642,34 Maywood Point,147613508,937143613
7,2018-04-14,333003077,12969 Division Court,301957068,525527965
